FBgn_ID	Gene_Symbol	FBtr_ID	FBpp_ID
FBgn0050108	Triap1	FBtr0273298	FBpp0271806
FBgn0050109	Triap2	FBtr0340271	FBpp0309237
FBgn0265577	IBIN	FBtr0475306	FBpp0423415
FBgn0034259	P32	FBtr0086892	FBpp0086051
FBgn0016059	Sema1b	FBtr0086890	FBpp0086050
FBgn0034261	HPS4	FBtr0086839	FBpp0086016
FBgn0260763	CG42561	FBtr0301265	FBpp0290480
FBgn0260764	CG42562	FBtr0301266	FBpp0290481
FBgn0034262	swi2	FBtr0086889	FBpp0086049
FBgn0027872	rdgBbeta	FBtr0086888	FBpp0086048
FBgn0028494	CG6424	FBtr0086886	FBpp0086046
FBgn0284231	CG46315	FBtr0452131	FBpp0402882
FBgn0034263	CG10934	FBtr0086859	FBpp0086019
FBgn0034264	Dlish	FBtr0086860	FBpp0086020
FBgn0034265	Snx16	FBtr0086885	FBpp0086045
FBgn0034267	CG4984	FBtr0299817	FBpp0289095
FBgn0034266	CG4975	FBtr0340274	FBpp0309239
FBgn0085224	CG34195	FBtr0112388	FBpp0111303
FBgn0034269	Hyccin	FBtr0086883	FBpp0086043
FBgn0034270	PIG-A	FBtr0340278	FBpp0309242
FBgn0034271	Vps50	FBtr0086864	FBpp0086024
FBgn0034272	Ir54a	FBtr0086865	FBpp0086025
FBgn0003545	sub	FBtr0086881	FBpp0086041
FBgn0034274	CG10931	FBtr0089545	FBpp0088514
FBgn0034275	neat	FBtr0089546	FBpp0088515
FBgn0034276	Sardh	FBtr0089560	FBpp0088528
FBgn0022740	HLH54F	FBtr0089547	FBpp0088516
FBgn0027572	Acox1	FBtr0089548	FBpp0088517
FBgn0034277	OstDelta	FBtr0089559	FBpp0088527
FBgn0034278	CG14488	FBtr0089558	FBpp0088526
FBgn0034279	CG18635	FBtr0089557	FBpp0088525
FBgn0028740	CG6362	FBtr0089556	FBpp0088524
FBgn0028741	fab1	FBtr0089554	FBpp0088523
FBgn0250851	CG33981	FBtr0100026	FBpp0099393
FBgn0026309	aft	FBtr0089549	FBpp0088518
FBgn0026316	Ubc10	FBtr0089553	FBpp0088522
FBgn0028744	CG5033	FBtr0089550	FBpp0088519
FBgn0028743	Dhit	FBtr0340279	FBpp0309243
FBgn0259211	grh	FBtr0345791	FBpp0311781
FBgn0041585	Orai	FBtr0086795	FBpp0085974
FBgn0015522	olf186-M	FBtr0086799	FBpp0085978
FBgn0050323	CG30323	FBtr0273321	FBpp0271829
FBgn0034281	CG14490	FBtr0086801	FBpp0085980
FBgn0003701	thr	FBtr0340283	FBpp0309246
FBgn0034282	Mapmodulin	FBtr0086822	FBpp0086001
FBgn0011589	Elk	FBtr0340287	FBpp0309248
FBgn0050325	CG30325	FBtr0086821	FBpp0086000
FBgn0050110	CG30110	FBtr0086820	FBpp0085999
FBgn0283437	PPO1	FBtr0302291	FBpp0291497
FBgn0034283	CG14492	FBtr0086818	FBpp0085997
FBgn0034284	CG14491	FBtr0086803	FBpp0085982
FBgn0003140	PpY-55A	FBtr0086817	FBpp0085996
FBgn0034286	dpr13	FBtr0300215	FBpp0289452
FBgn0034288	CG5084	FBtr0345582	FBpp0311652
FBgn0034289	CG10910	FBtr0089630	FBpp0088573
FBgn0034290	CG5773	FBtr0345472	FBpp0311590
FBgn0034291	CG5770	FBtr0086812	FBpp0085991
FBgn0034292	CG5767	FBtr0086811	FBpp0085990
FBgn0054005	CG34005	FBtr0300216	FBpp0289453
FBgn0034293	CG14495	FBtr0473585	FBpp0423048
FBgn0034294	Muc55B	FBtr0340280	FBpp0309244
FBgn0034295	CG10911	FBtr0086808	FBpp0085987
FBgn0034296	CG10912	FBtr0086807	FBpp0085986
FBgn0085415	CG34386	FBtr0345644	FBpp0311706
FBgn0034299	Dtymk	FBtr0329995	FBpp0303030
FBgn0034300	CG5098	FBtr0086732	FBpp0085911
FBgn0034301	CG5756	FBtr0086785	FBpp0085964
FBgn0085225	CG34196	FBtr0112389	FBpp0111304
FBgn0003520	stau	FBtr0086783	FBpp0085962
FBgn0028983	Spn55B	FBtr0086733	FBpp0085912
FBgn0040465	Dlip3	FBtr0086734	FBpp0085913
FBgn0001222	Hsf	FBtr0086782	FBpp0085961
FBgn0003044	Pcl	FBtr0329998	FBpp0303033
FBgn0265297	pAbp	FBtr0086736	FBpp0085915
FBgn0062440	EMRE	FBtr0086781	FBpp0085960
FBgn0034304	CG5742	FBtr0329999	FBpp0303034
FBgn0000057	adp	FBtr0086744	FBpp0085923
FBgn0022238	lolal	FBtr0086777	FBpp0085956
FBgn0034307	CG10914	FBtr0086745	FBpp0085924
FBgn0034308	Naus	FBtr0345416	FBpp0311543
FBgn0034310	Nup75	FBtr0086775	FBpp0085954
FBgn0260392	CG42518	FBtr0300663	FBpp0289887
FBgn0260401	MED9	FBtr0300664	FBpp0289888
FBgn0027836	Gtpbp1	FBtr0086773	FBpp0085952
FBgn0034312	CG10916	FBtr0332853	FBpp0305076
FBgn0034313	CG5726	FBtr0086772	FBpp0085951
FBgn0034314	nopo	FBtr0332852	FBpp0305075
FBgn0034315	CG5721	FBtr0086771	FBpp0085950
FBgn0053958	CG33958	FBtr0099994	FBpp0099611
FBgn0034317	CG14499	FBtr0347601	FBpp0312614
FBgn0034318	CG14500	FBtr0086752	FBpp0085931
FBgn0050114	CG30114	FBtr0086753	FBpp0085932
FBgn0286834	CG46388	FBtr0474771	FBpp0423227
FBgn0000658	fj	FBtr0086754	FBpp0085933
FBgn0266420	Ote	FBtr0086768	FBpp0085947
FBgn0053198	pen-2	FBtr0340331	FBpp0309291
FBgn0285917	sbb	FBtr0301550	FBpp0290765
FBgn0034321	CG14502	FBtr0301546	FBpp0290761
FBgn0034322	CG18536	FBtr0086758	FBpp0085937
FBgn0034323	CG18537	FBtr0086759	FBpp0085938
FBgn0034324	CG18538	FBtr0086760	FBpp0085939
FBgn0034325	CG18539	FBtr0340333	FBpp0309293
FBgn0034326	CG18540	FBtr0307185	FBpp0298014
FBgn0034327	CG14505	FBtr0110803	FBpp0110100
FBgn0040737	Tango8	FBtr0086763	FBpp0085942
FBgn0262838	BomT1	FBtr0306078	FBpp0297216
FBgn0034328	BomBc1	FBtr0086729	FBpp0085908
FBgn0034329	BomS1	FBtr0086662	FBpp0085843
FBgn0034330	BomS4	FBtr0086663	FBpp0085844
FBgn0034331	BomBc2	FBtr0086728	FBpp0085907
FBgn0025583	BomS2	FBtr0086664	FBpp0085845
FBgn0040736	BomS3	FBtr0340328	FBpp0309289
FBgn0040735	BomT2	FBtr0086666	FBpp0085847
FBgn0040734	BomS5	FBtr0086667	FBpp0085848
FBgn0040733	BomS6	FBtr0086727	FBpp0085906
FBgn0064237	Idgf5	FBtr0086668	FBpp0085849
FBgn0063499	GstE10	FBtr0344195	FBpp0310604
FBgn0034335	GstE1	FBtr0086669	FBpp0085850
FBgn0063498	GstE2	FBtr0086670	FBpp0085851
FBgn0063497	GstE3	FBtr0086671	FBpp0085852
FBgn0063496	GstE4	FBtr0086672	FBpp0085853
FBgn0063495	GstE5	FBtr0086673	FBpp0085854
FBgn0063494	GstE6	FBtr0086674	FBpp0085855
FBgn0063493	GstE7	FBtr0086675	FBpp0085856
FBgn0063492	GstE8	FBtr0345798	FBpp0311784
FBgn0063491	GstE9	FBtr0086677	FBpp0085858
FBgn0013983	imd	FBtr0345891	FBpp0311815
FBgn0027835	Dp1	FBtr0086683	FBpp0089202
FBgn0034345	CG5174	FBtr0086684	FBpp0085863
FBgn0034346	PIG-O	FBtr0086691	FBpp0085870
FBgn0284257	Ttd14	FBtr0113361	FBpp0112273
FBgn0261477	slim	FBtr0086693	FBpp0085872
FBgn0034350	Lamtor2	FBtr0299805	FBpp0289083
FBgn0050120	CG30120	FBtr0299806	FBpp0289084
FBgn0261119	Prp19	FBtr0086723	FBpp0085902
FBgn0034351	rswl	FBtr0086696	FBpp0085875
FBgn0034352	Dnaaf3	FBtr0086722	FBpp0085901
FBgn0028496	CG30116	FBtr0086719	FBpp0085898
FBgn0034354	GstE11	FBtr0345628	FBpp0311692
FBgn0262476	CG43066	FBtr0304867	FBpp0293407
FBgn0034356	Pepck2	FBtr0086699	FBpp0085878
FBgn0003067	Pepck1	FBtr0086701	FBpp0085880
FBgn0266488	CG45087	FBtr0344533	FBpp0310884
FBgn0085419	Rgk2	FBtr0112633	FBpp0111545
FBgn0050115	GEFmeso	FBtr0300421	FBpp0289650
FBgn0261587	CG42697	FBtr0302904	FBpp0292035
FBgn0034360	CG10927	FBtr0086705	FBpp0085884
FBgn0034361	mRpS28	FBtr0086714	FBpp0085893
FBgn0034362	CG5323	FBtr0086706	FBpp0085885
FBgn0034363	CG5327	FBtr0086707	FBpp0085886
FBgn0034364	CG5493	FBtr0307347	FBpp0298348
FBgn0034366	Atg7	FBtr0086711	FBpp0085890
FBgn0034365	ctg	FBtr0086708	FBpp0085887
FBgn0266671	Sec6	FBtr0086709	FBpp0085888
FBgn0000566	Cth	FBtr0345422	FBpp0311547
FBgn0034368	zda	FBtr0345423	FBpp0311548
FBgn0050122	CG30122	FBtr0086660	FBpp0085841
FBgn0262595	CheA56a	FBtr0091722	FBpp0091020
FBgn0034371	Ntan1	FBtr0301861	FBpp0291075
FBgn0034372	amls	FBtr0086654	FBpp0085836
FBgn0259202	CG42306	FBtr0299688	FBpp0288966
FBgn0053136	CG33136	FBtr0340391	FBpp0309337
FBgn0023214	edl	FBtr0086652	FBpp0085834
FBgn0265626	CG44434	FBtr0340486	FBpp0309422
FBgn0265627	CG44435	FBtr0340487	FBpp0309423
FBgn0265625	CG44433	FBtr0340485	FBpp0309421
FBgn0262102	CG42855	FBtr0304023	FBpp0292992
FBgn0262103	Sik3	FBtr0304026	FBpp0292995
FBgn0034377	CG15071	FBtr0086605	FBpp0085788
FBgn0034379	CG15073	FBtr0086607	FBpp0085790
FBgn0034380	Vps51	FBtr0086647	FBpp0085829
FBgn0053147	Hs3st-A	FBtr0345672	FBpp0311723
FBgn0034381	List	FBtr0300863	FBpp0290085
FBgn0053998	CG33998	FBtr0100053	FBpp0099409
FBgn0034382	mElo	FBtr0086643	FBpp0085825
FBgn0034383	CG17821	FBtr0086642	FBpp0085824
FBgn0034387	Cyp12b2	FBtr0086609	FBpp0085792
FBgn0259682	Jabba	FBtr0299943	FBpp0289220
FBgn0034389	Mctp	FBtr0345950	FBpp0311864
FBgn0034390	Hibadh	FBtr0086639	FBpp0085821
FBgn0034391	CG15080	FBtr0086613	FBpp0085795
FBgn0034392	MFS15	FBtr0086636	FBpp0085818
FBgn0010651	MFS14	FBtr0086634	FBpp0085816
FBgn0034394	CG15096	FBtr0086632	FBpp0085814
FBgn0010551	Phb2	FBtr0112862	FBpp0111775
FBgn0034396	CG15097	FBtr0303237	FBpp0292329
FBgn0034397	CG15082	FBtr0330053	FBpp0303086
FBgn0034398	CG15098	FBtr0086629	FBpp0085811
FBgn0034399	CG15083	FBtr0086618	FBpp0085800
FBgn0034400	CG15099	FBtr0086628	FBpp0085810
FBgn0034401	MetRS	FBtr0086627	FBpp0085809
FBgn0034402	CG15084	FBtr0086619	FBpp0085801
FBgn0034403	EB-SUN	FBtr0273238	FBpp0271746
FBgn0010053	Jheh1	FBtr0086625	FBpp0085807
FBgn0034405	Jheh2	FBtr0345981	FBpp0311868
FBgn0034406	Jheh3	FBtr0086622	FBpp0085804
FBgn0262479	CG43069	FBtr0304817	FBpp0293357
FBgn0262480	CG43070	FBtr0304818	FBpp0293358
FBgn0262481	CG43071	FBtr0340446	FBpp0309388
FBgn0004240	DptA	FBtr0086620	FBpp0085802
FBgn0034407	DptB	FBtr0086621	FBpp0085803
FBgn0262569	CG43109	FBtr0304896	FBpp0293435
FBgn0034408	sano	FBtr0086566	FBpp0085750
FBgn0028669	Vha100-3	FBtr0086602	FBpp0085786
FBgn0014269	prod	FBtr0086601	FBpp0085785
FBgn0041702	CG15107	FBtr0086600	FBpp0085784
FBgn0267351	Topors	FBtr0331977	FBpp0304302
FBgn0034411	CG18605	FBtr0302494	FBpp0291656
FBgn0265356	tn	FBtr0086572	FBpp0085756
FBgn0263116	5-HT1B	FBtr0330055	FBpp0303088
FBgn0263083	CG43351	FBtr0307099	FBpp0297942
FBgn0034413	CG15115	FBtr0086597	FBpp0085781
FBgn0034415	Gpxl	FBtr0086596	FBpp0085780
FBgn0034416	CG15109	FBtr0086574	FBpp0085758
FBgn0004168	5-HT1A	FBtr0086577	FBpp0085761
FBgn0050125	Ir56a	FBtr0086595	FBpp0085779
FBgn0034417	CG15117	FBtr0086593	FBpp0085777
FBgn0027535	botv	FBtr0086579	FBpp0085763
FBgn0034418	CG15118	FBtr0086590	FBpp0085774
FBgn0034419	CG15111	FBtr0086580	FBpp0085764
FBgn0000578	ena	FBtr0340450	FBpp0309392
FBgn0034420	CG10737	FBtr0100282	FBpp0099675
FBgn0263395	hppy	FBtr0086503	FBpp0085691
FBgn0034422	CG7137	FBtr0086505	FBpp0085693
FBgn0010434	cora	FBtr0086506	FBpp0085694
FBgn0004003	wbl	FBtr0340470	FBpp0309412
FBgn0053454	CG33454	FBtr0086565	FBpp0085749
FBgn0053453	CG33453	FBtr0086564	FBpp0085748
FBgn0034423	tbrd-2	FBtr0086511	FBpp0085699
FBgn0003254	rib	FBtr0330057	FBpp0303090
FBgn0034425	CG11906	FBtr0086563	FBpp0085747
FBgn0034426	AANATL5	FBtr0086562	FBpp0085746
FBgn0034427	CG10474	FBtr0086561	FBpp0085745
FBgn0034428	AANATL6	FBtr0300592	FBpp0289819
FBgn0034429	AANATL4	FBtr0086514	FBpp0085702
FBgn0013954	Fkbp12	FBtr0086515	FBpp0085703
FBgn0034430	mip40	FBtr0086560	FBpp0085744
FBgn0086358	Tab2	FBtr0331925	FBpp0304258
FBgn0034432	Acadvl	FBtr0345425	FBpp0311550
FBgn0034433	EndoB	FBtr0086558	FBpp0085742
FBgn0264753	Rgk1	FBtr0334283	FBpp0306398
FBgn0054045	CG34045	FBtr0302390	FBpp0291585
FBgn0034435	fest	FBtr0086518	FBpp0085706
FBgn0034436	CG11961	FBtr0086519	FBpp0085707
FBgn0034437	CG10051	FBtr0086521	FBpp0085709
FBgn0034438	CG9416	FBtr0334008	FBpp0306127
FBgn0034439	CG10062	FBtr0086522	FBpp0085710
FBgn0034440	CG10073	FBtr0310321	FBpp0302004
FBgn0034441	CG10081	FBtr0086524	FBpp0085712
FBgn0034442	CG11257	FBtr0086525	FBpp0085713
FBgn0261439	SdhA	FBtr0086552	FBpp0085736
FBgn0034443	cer	FBtr0086551	FBpp0085735
FBgn0263391	hts	FBtr0309112	FBpp0301120
FBgn0012051	CalpA	FBtr0086529	FBpp0085714
FBgn0020440	Fak	FBtr0086542	FBpp0085726
FBgn0040273	Spt5	FBtr0086531	FBpp0085716
FBgn0013325	RpL11	FBtr0340533	FBpp0309436
FBgn0034446	Arl6	FBtr0086534	FBpp0085718
FBgn0266711	EloC	FBtr0086540	FBpp0085724
FBgn0284243	betaTub56D	FBtr0086536	FBpp0085720
FBgn0034447	CG7744	FBtr0086535	FBpp0085719
FBgn0260934	par-1	FBtr0330244	FBpp0303277
FBgn0002716	mei-W68	FBtr0086461	FBpp0085657
FBgn0034451	Tbcb	FBtr0086502	FBpp0085690
FBgn0034452	Oseg6	FBtr0086501	FBpp0085689
FBgn0026378	Rep	FBtr0086462	FBpp0085658
FBgn0261456	hpo	FBtr0331920	FBpp0304253
FBgn0034454	CG15120	FBtr0086463	FBpp0085659
FBgn0040732	CG16926	FBtr0345818	FBpp0311804
FBgn0034455	CG11007	FBtr0345929	FBpp0311843
FBgn0034456	Ir56b	FBtr0481729	FBpp0428483
FBgn0034457	Ir56c	FBtr0086466	FBpp0085662
FBgn0034458	Ir56d	FBtr0086497	FBpp0085686
FBgn0003435	sm	FBtr0304656	FBpp0293198
FBgn0262571	CG43111	FBtr0304898	FBpp0293437
FBgn0262170	CG42878	FBtr0473613	FBpp0423076
FBgn0034459	TTLL6A	FBtr0300829	FBpp0290053
FBgn0261807	CG42753	FBtr0303283	FBpp0292375
FBgn0034460	CG18367	FBtr0086469	FBpp0085665
FBgn0262966	CG43277	FBtr0306718	FBpp0297654
FBgn0034461	CG15124	FBtr0086470	FBpp0085666
FBgn0034462	CG15905	FBtr0303023	FBpp0292142
FBgn0034463	CG15125	FBtr0086471	FBpp0085667
FBgn0034464	CG11018	FBtr0086472	FBpp0085668
FBgn0015949	hrg	FBtr0086483	FBpp0085678
FBgn0028372	Kpc2	FBtr0086473	FBpp0085669
FBgn0040730	CG15127	FBtr0086482	FBpp0085677
FBgn0085227	CG34198	FBtr0112391	FBpp0111306
FBgn0034467	CG15128	FBtr0086481	FBpp0085676
FBgn0040729	CG15126	FBtr0086475	FBpp0085671
FBgn0034468	Obp56a	FBtr0086476	FBpp0085672
FBgn0046880	Obp56b	FBtr0086480	FBpp0085675
FBgn0046879	Obp56c	FBtr0086479	FBpp0089321
FBgn0034470	Obp56d	FBtr0345676	FBpp0311727
FBgn0034471	Obp56e	FBtr0086327	FBpp0085634
FBgn0043533	Obp56f	FBtr0086328	FBpp0085635
FBgn0034472	CG8517	FBtr0086329	FBpp0085636
FBgn0034473	Or56a	FBtr0086344	FBpp0085645
FBgn0034474	Obp56g	FBtr0086342	FBpp0085644
FBgn0034475	Obp56h	FBtr0086335	FBpp0085637
FBgn0034476	Toll-7	FBtr0086336	FBpp0085638
FBgn0265762	CG44569	FBtr0340727	FBpp0309529
FBgn0043532	Obp56i	FBtr0303458	FBpp0292510
FBgn0034477	CG13872	FBtr0086341	FBpp0085643
FBgn0262824	CG43195	FBtr0306044	FBpp0297186
FBgn0261580	CG42690	FBtr0347025	FBpp0312449
FBgn0261581	CG42691	FBtr0302888	FBpp0292019
FBgn0050447	CG30447	FBtr0300422	FBpp0289651
FBgn0034478	CG10822	FBtr0086339	FBpp0085641
FBgn0265833	CG44622	FBtr0342666	FBpp0309573
FBgn0265834	CG44623	FBtr0342669	FBpp0309575
FBgn0034479	CG8654	FBtr0305677	FBpp0296957
FBgn0034480	CG16898	FBtr0086325	FBpp0085633
FBgn0287213	CG46443	FBtr0475313	FBpp0423419
FBgn0287775	18w	FBtr0086309	FBpp0085620
FBgn0034481	CG11041	FBtr0300692	FBpp0289916
FBgn0034483	CG16894	FBtr0086324	FBpp0085632
FBgn0034484	CG11044	FBtr0086313	FBpp0085623
FBgn0265835	CG44624	FBtr0342671	FBpp0309576
FBgn0265836	CG44625	FBtr0342672	FBpp0309577
FBgn0034485	CG11099	FBtr0086315	FBpp0085624
FBgn0034486	CG13869	FBtr0086323	FBpp0085631
FBgn0034487	Efhc1.2	FBtr0086316	FBpp0085625
FBgn0034488	Hacl	FBtr0086322	FBpp0085630
FBgn0034489	ppk6	FBtr0086321	FBpp0085629
FBgn0034490	CG9864	FBtr0336635	FBpp0307618
FBgn0025720	Ate1	FBtr0086317	FBpp0085626
FBgn0034491	Hsl	FBtr0086270	FBpp0085582
FBgn0005655	PCNA	FBtr0086307	FBpp0085619
FBgn0003114	plu	FBtr0086306	FBpp0085618
FBgn0010411	RpS18	FBtr0086273	FBpp0085585
FBgn0034493	CG8908	FBtr0339542	FBpp0308625
FBgn0034494	CG10444	FBtr0086305	FBpp0085617
FBgn0034495	CG11788	FBtr0086277	FBpp0085589
FBgn0287774	CG9143	FBtr0086304	FBpp0085616
FBgn0034497	Mpcp1	FBtr0086303	FBpp0085615
FBgn0034498	CG16868	FBtr0086302	FBpp0085614
FBgn0085228	CG34199	FBtr0112392	FBpp0111307
FBgn0034499	Cpr56F	FBtr0086301	FBpp0085613
FBgn0026136	CkIIbeta2	FBtr0086278	FBpp0085590
FBgn0034500	Ppdh	FBtr0086299	FBpp0085611
FBgn0034501	CG13868	FBtr0479910	FBpp0428243
FBgn0034502	CG13871	FBtr0086282	FBpp0085594
FBgn0027529	tapas	FBtr0086280	FBpp0085592
FBgn0034503	MED8	FBtr0086297	FBpp0085609
FBgn0034504	CG8929	FBtr0086283	FBpp0085595
FBgn0034505	CG16739	FBtr0086286	FBpp0085598
FBgn0034506	CG13870	FBtr0086287	FBpp0085599
FBgn0042198	CG16741	FBtr0086289	FBpp0085601
FBgn0034507	CG11192	FBtr0290122	FBpp0288561
FBgn0086604	side-VIII	FBtr0112775	FBpp0111687
FBgn0034509	Obp57c	FBtr0086292	FBpp0085604
FBgn0043534	Obp57b	FBtr0342691	FBpp0309582
FBgn0043535	Obp57a	FBtr0086294	FBpp0085606
FBgn0034510	CG13426	FBtr0086295	FBpp0085607
FBgn0034511	GNBP-like3	FBtr0086214	FBpp0085532
FBgn0050151	CG30151	FBtr0086269	FBpp0085581
FBgn0050154	CG30154	FBtr0086215	FBpp0085533
FBgn0034512	Bbd	FBtr0345933	FBpp0311847
FBgn0034513	CG13423	FBtr0086217	FBpp0085535
FBgn0034514	CG13427	FBtr0086268	FBpp0085580
FBgn0034515	CG13428	FBtr0086267	FBpp0085579
FBgn0050148	CG30148	FBtr0342706	FBpp0309587
FBgn0050145	Obp57e	FBtr0086265	FBpp0085577
FBgn0034517	Cpr57A	FBtr0299803	FBpp0289081
FBgn0043536	Obp57d	FBtr0299804	FBpp0289082
FBgn0034518	CG13430	FBtr0100495	FBpp0099932
FBgn0034519	BORCS7	FBtr0100677	FBpp0100144
FBgn0034520	lms	FBtr0342702	FBpp0309584
FBgn0034521	Mgat1	FBtr0086259	FBpp0085571
FBgn0263000	CG43308	FBtr0306843	FBpp0297741
FBgn0028622	qsm	FBtr0342704	FBpp0309585
FBgn0034523	Nnf1a	FBtr0086257	FBpp0085569
FBgn0267791	HnRNP-K	FBtr0086219	FBpp0085537
FBgn0050147	Hil	FBtr0086255	FBpp0085567
FBgn0034527	CG9945	FBtr0086226	FBpp0085540
FBgn0034528	CG11180	FBtr0086254	FBpp0085566
FBgn0034529	FAM21	FBtr0086227	FBpp0085541
FBgn0034530	Rcd6	FBtr0086253	FBpp0085565
FBgn0250850	rig	FBtr0086252	FBpp0085564
FBgn0034532	CG13436	FBtr0086229	FBpp0085543
FBgn0034534	maf-S	FBtr0086230	FBpp0085544
FBgn0034535	Immp2	FBtr0086231	FBpp0085545
FBgn0061362	Polr3K	FBtr0091786	FBpp0085563
FBgn0061361	Tcs1	FBtr0091787	FBpp0085562
FBgn0034537	DMAP1	FBtr0086232	FBpp0085546
FBgn0034540	Lrt	FBtr0302284	FBpp0291490
FBgn0034538	CG16799	FBtr0342721	FBpp0309593
FBgn0034539	CG11159	FBtr0086248	FBpp0085560
FBgn0034541	CG13437	FBtr0086235	FBpp0085548
FBgn0034542	Fem-1	FBtr0086245	FBpp0085558
FBgn0000615	exu	FBtr0302285	FBpp0291491
FBgn0034543	galla-1	FBtr0342718	FBpp0309592
FBgn0041240	Gr57a	FBtr0086241	FBpp0085554
FBgn0034545	CG13438	FBtr0086237	FBpp0085550
FBgn0040726	dpr1	FBtr0086238	FBpp0099910
FBgn0034546	CG13442	FBtr0086240	FBpp0085553
FBgn0085230	CG34201	FBtr0112394	FBpp0111309
FBgn0085231	CG34202	FBtr0112395	FBpp0111310
FBgn0034548	CG13443	FBtr0086239	FBpp0085552
FBgn0263848	CG43709	FBtr0321317	FBpp0302860
FBgn0263849	CG43710	FBtr0321316	FBpp0302859
FBgn0263850	CG43711	FBtr0321315	FBpp0302858
FBgn0265877	CG44666	FBtr0474747	FBpp0423213
FBgn0263741	CG43666	FBtr0310390	FBpp0302541
FBgn0263742	CG43667	FBtr0310389	FBpp0302540
FBgn0263760	CG43677	FBtr0310452	FBpp0302600
FBgn0263743	CG43668	FBtr0310388	FBpp0302539
FBgn0034551	CG15225	FBtr0342791	FBpp0309630
FBgn0011674	insc	FBtr0071562	FBpp0071490
FBgn0016984	sktl	FBtr0344196	FBpp0310605
FBgn0034552	CG17999	FBtr0071561	FBpp0071489
FBgn0034553	CG9993	FBtr0071560	FBpp0071488
FBgn0034554	CAH14	FBtr0335284	FBpp0307272
FBgn0040653	Dso1	FBtr0345819	FBpp0311805
FBgn0067905	Dso2	FBtr0100038	FBpp0099553
FBgn0050295	Ipk1	FBtr0113368	FBpp0112280
FBgn0034558	Cib2	FBtr0304717	FBpp0293260
FBgn0015524	otp	FBtr0290289	FBpp0288728
FBgn0034560	CAH15	FBtr0071517	FBpp0071446
FBgn0020617	Rx	FBtr0342783	FBpp0309625
FBgn0000044	Act57B	FBtr0071519	FBpp0071448
FBgn0053704	CG33704	FBtr0091692	FBpp0091015
FBgn0008636	hbn	FBtr0071556	FBpp0071485
FBgn0034563	CG15649	FBtr0300563	FBpp0289790
FBgn0083951	CG34115	FBtr0110813	FBpp0110110
FBgn0034564	CG9344	FBtr0071520	FBpp0071449
FBgn0034565	CG15650	FBtr0345667	FBpp0311722
FBgn0034566	CG9313	FBtr0345666	FBpp0311721
FBgn0034567	CG15651	FBtr0071553	FBpp0071482
FBgn0034568	CG3216	FBtr0273396	FBpp0271904
FBgn0034569	dgt3	FBtr0273414	FBpp0271922
FBgn0261394	Prosalpha3	FBtr0071522	FBpp0071451
FBgn0034570	CG10543	FBtr0071524	FBpp0071453
FBgn0050291	CG30291	FBtr0071549	FBpp0071478
FBgn0001133	grau	FBtr0071548	FBpp0071477
FBgn0034572	CG9346	FBtr0071526	FBpp0071455
FBgn0034573	Sou	FBtr0071547	FBpp0071476
FBgn0050296	RIC-3	FBtr0071527	FBpp0071456
FBgn0034576	ND-B14.7	FBtr0071530	FBpp0071459
FBgn0003391	shg	FBtr0071546	FBpp0071475
FBgn0289712	cpa	FBtr0071532	FBpp0071461
FBgn0034578	CG15653	FBtr0071545	FBpp0071474
FBgn0034579	mRpL54	FBtr0071533	FBpp0071462
FBgn0034580	Cht8	FBtr0071534	FBpp0071463
FBgn0050293	Cht12	FBtr0071544	FBpp0071473
FBgn0022700	Cht4	FBtr0071543	FBpp0071472
FBgn0034582	Cht9	FBtr0071542	FBpp0071471
FBgn0034583	CG10527	FBtr0071541	FBpp0071470
FBgn0003748	Treh	FBtr0071535	FBpp0071464
FBgn0034585	Rbpn-5	FBtr0071640	FBpp0071563
FBgn0085425	CG34396	FBtr0112644	FBpp0111556
FBgn0011824	Gar1	FBtr0071639	FBpp0071562
FBgn0015721	ktub	FBtr0089600	FBpp0088961
FBgn0034588	CG9394	FBtr0071567	FBpp0071495
FBgn0020312	Tmtc3	FBtr0071637	FBpp0071560
FBgn0002736	mago	FBtr0071569	FBpp0071497
FBgn0034590	Magi	FBtr0071636	FBpp0071559
FBgn0034592	CG9406	FBtr0071570	FBpp0071498
FBgn0021872	Xbp1	FBtr0310045	FBpp0301746
FBgn0026582	Hmg-2	FBtr0071573	FBpp0071501
FBgn0034595	CG15657	FBtr0071635	FBpp0071558
FBgn0050389	CG30389	FBtr0310423	FBpp0302571
FBgn0034598	Isha	FBtr0071629	FBpp0071554
FBgn0034599	hng1	FBtr0071575	FBpp0071502
FBgn0261067	LSm1	FBtr0071628	FBpp0071553
FBgn0261850	Xpd	FBtr0071576	FBpp0071503
FBgn0003162	Pu	FBtr0071578	FBpp0071505
FBgn0034601	CG4286	FBtr0071627	FBpp0071552
FBgn0003891	tud	FBtr0071582	FBpp0071508
FBgn0034602	Lapsyn	FBtr0071583	FBpp0071509
FBgn0265180	CG44245	FBtr0339094	FBpp0308239
FBgn0265191	Gyg	FBtr0339089	FBpp0308234
FBgn0027073	Ugt49B1	FBtr0071625	FBpp0071551
FBgn0034605	Ugt49C1	FBtr0071624	FBpp0071550
FBgn0034606	ASPP	FBtr0330232	FBpp0303265
FBgn0085426	Rgk3	FBtr0342883	FBpp0309684
FBgn0050391	CG30391	FBtr0071621	FBpp0071547
FBgn0050393	CG30393	FBtr0071620	FBpp0071546
FBgn0085232	CG34203	FBtr0112396	FBpp0111311
